V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18
1,10048,3,1,4,3387.5,B004,1,1,S133,2,300,40000,5,19,1038,62,0
0,10461,3,1,4,1000,B003,0,0,S133,2,200,40000,4,19.18,1103,38,0
1,10015,3,3,1,6500,B005,1,1,S122,3,0,117000,5,19.18,1103,50,0
0,10005,1,3,4,1740,B004,1,0,S133,2,465.1,40000,4,19.18,1103,56,0
0,10153,3,1,4,3000,B027,0,0,S122,2,1500,40000,4,19.18,1103,37,0
1,10017,2,3,1,7500,B002,1,1,S143,2,2500,40000,2,19.18,1103,57,1
0,10153,3,1,4,3000,B027,0,0,S122,2,2000,40000,4,19.18,1103,46,0
0,10032,3,1,4,2900,B008,0,1,S143,2,0,50000,5,19.18,1103,50,0
0,10004,1,3,4,1480,B002,1,0,S133,2,0,40000,4,19.18,1103,53,0
1,10002,1,3,4,4700,B007,0,1,S133,2,0,50000,4,16.75,1436,63,0
1,10003,1,3,4,5000,B003,0,1,S133,2,0,50000,3,19.18,1103,31,0
0,10004,1,1,4,1080,B004,1,0,S133,2,400,40000,4,19.18,1103,49,0
1,10003,1,2,4,2890,B014,1,1,S122,2,0,30000,5,19.18,1103,58,0
1,10002,1,2,4,4100,B002,1,1,S133,2,0,50000,5,15,1189,61,0
1,10004,1,2,4,2500,B003,0,1,S133,5,0,30000,3,19.18,1103,33,0
0,10074,3,2,4,1700,B001,1,0,S159,2,800,40000,4,19.18,1103,71,0
0,10003,1,3,4,7000,B007,0,0,S133,2,3500,40000,4,19.18,1103,50,0
1,10016,2,1,4,2000,B001,1,1,S133,2,300,24000,3,20,892,54,0
0,10002,1,3,4,2500,B002,1,0,S133,2,0,40000,4,19.18,1103,34,0
1,10003,1,2,4,1900,B001,1,1,S133,2,0,20000,3,18.5,728,67,0
1,10002,1,3,4,5100,B003,0,1,S156,2,0,50000,4,23.5,1616,32,0
1,10007,1,1,4,5000,B001,1,1,S133,5,450,50000,5,19.18,1103,66,0
1,10003,1,3,3,2530,B001,1,1,S122,5,770,30000,5,12.99,682,63,0
1,10006,1,3,4,1900,B003,0,1,S133,3,0,43000,5,20,1139,30,0
0,10004,1,1,4,1040,B006,1,0,S133,2,0,40000,4,19.18,1103,56,0
1,10039,2,2,4,2800,B004,1,1,S133,5,0,10000,4,15.5,281,67,0
1,10003,1,3,4,1900,B004,1,1,S122,2,0,10000,5,19.18,1103,62,0
0,10001,1,3,4,1410,B014,1,0,S133,2,300,40000,4,19.18,1103,54,0
0,10187,3,2,4,1000,B001,1,0,S133,2,700,40000,4,19.18,1103,62,0
0,10187,3,2,4,2500,B001,1,1,S133,2,1000,28000,5,19.18,1103,58,0
0,10001,1,1,4,2200,B001,1,1,S133,3,0,34000,5,15.5,818,35,0
0,10003,1,2,4,1200,B009,0,0,S133,6,0,40000,4,19.18,1103,32,0
1,10006,1,3,1,1691.4,B001,1,1,S133,5,0,30000,5,18.5,770,67,0
1,10002,1,1,4,2300,B016,0,1,S133,2,0,15000,3,32.5,657,34,0
0,10003,1,2,4,1180,B001,1,0,S133,2,0,40000,4,19.18,1103,53,0
0,10001,1,2,4,2400,B003,0,0,S133,2,0,40000,4,19.18,1103,38,1
0,10003,1,1,4,3000,B003,0,0,S133,2,0,40000,4,19.18,1103,34,0
1,10001,1,2,4,9000,B005,1,1,S122,2,380,60000,4,14.85,1665,40,0
0,10003,1,3,4,1600,B006,1,0,S133,2,0,40000,4,19.18,1103,55,0
0,10003,1,1,4,1000,B013,0,0,S133,3,0,40000,4,19.18,1103,44,0
1,10012,1,1,4,3250,B003,0,1,S122,2,1445.2,44000,5,19.18,1103,62,0
0,10305,3,1,4,1750,B006,1,0,S133,2,1000,40000,4,19.18,1103,36,0
1,10002,1,3,4,11000,B003,0,1,S122,2,1550,30000,2,14.25,1444,46,0
1,10003,1,1,4,1900,B003,0,1,S133,3,0,43000,5,20,1139,67,0
1,10039,2,2,4,2800,B004,1,1,S122,2,0,10000,4,19.18,1103,51,0
0,10027,1,2,4,30000,B004,1,0,S133,2,2400,40000,4,19.18,1103,44,0
1,10007,1,1,4,3550,B003,0,1,S133,2,366.7,10000,3,16.25,353,47,0
1,10003,1,2,4,10000,B037,0,1,S133,5,0,10000,3,15.5,349,70,0
0,10006,1,2,4,3600,B001,1,0,S133,2,0,40000,4,19.18,1103,44,0
1,10002,1,2,4,2100,B004,1,1,S133,2,0,49000,5,19.18,1103,38,0
0,10001,1,1,4,2130,B001,1,0,S143,2,1000,40000,4,19.18,1103,37,0
1,10003,1,1,4,2500,B003,0,1,S143,3,0,36000,5,19.18,1103,47,0
1,10003,1,1,2,3000,B003,0,1,S133,6,0,45000,5,19.18,1103,68,0
0,10005,1,1,4,1600,B002,1,0,S133,6,0,40000,4,19.18,1103,46,0
0,10001,1,1,4,1500,B016,0,0,S133,2,500,40000,4,19.18,1103,33,0
1,10003,1,1,4,3500,B023,0,1,S137,2,800,54000,4,19.18,1103,33,0
1,10006,1,3,4,3250,B002,1,1,S133,2,0,50000,5,14.49,1176,58,0
1,10045,3,1,4,1650,B017,0,1,S133,5,0,12000,5,20,318,38,0
1,10522,3,1,4,7000,B004,1,1,S133,2,0,30000,3,19.18,1103,41,0
1,10010,1,1,4,6000,B001,1,1,S122,4,0,40000,4,19.18,1103,60,0
1,10018,3,1,4,1700,B007,0,1,S133,2,500,17000,4,20,517,31,0
1,10001,1,1,4,3200,B001,1,1,S133,2,800,47000,4,20,1430,63,0
0,10012,1,3,4,3000,B001,1,0,S133,2,0,40000,4,19.18,1103,31,0
0,10055,3,1,4,2681.2,B003,0,0,S133,2,350,40000,4,19.18,1103,46,0
0,10005,1,1,4,1200,B012,0,0,S133,5,700,40000,4,19.18,1103,40,0
1,10003,1,2,4,12000,B002,1,1,S133,3,0,150000,5,12.99,3412,34,0
1,10010,1,1,4,6000,B001,1,1,S122,4,0,104000,5,14.85,2466,48,0
0,10003,1,2,4,1000,B001,1,0,S134,3,0,40000,4,19.18,1103,34,0
0,10001,1,3,4,3200,B001,1,0,S133,2,0,40000,4,19.18,1103,34,0
1,10003,1,2,4,12000,B002,1,1,S133,3,0,150000,5,14.85,3557,54,0
1,10082,3,3,4,2600,B003,0,1,S133,2,570,30000,3,20,1115,64,0
0,10006,1,2,4,1700,B038,1,1,S122,2,0,20000,3,19.18,1103,54,0
0,10004,1,2,4,5600,B007,0,1,S137,2,0,50000,3,14.85,1730,65,0
1,10190,3,1,1,5000,B002,1,1,S143,5,0,50000,5,19.18,1103,62,0
0,10005,1,2,4,3000,B002,1,1,S133,3,0,58000,5,19.18,1103,42,0
1,10005,1,2,4,10000,B001,1,1,S133,2,0,50000,3,19.18,1103,32,0
0,10084,3,1,4,1000,B001,1,0,S133,2,200,40000,4,19.18,1103,34,0
1,10004,1,1,4,1800,B007,0,1,S133,2,0,10000,2,20,509,69,0
1,10010,1,1,2,5000,B001,1,1,S143,3,0,88000,5,12.99,2002,42,1
0,10002,1,2,4,2000,B001,1,1,S122,2,0,30000,4,19.18,1103,33,0
1,10006,1,1,4,4200,B010,0,1,S133,2,0,50000,3,19.18,1103,35,0
1,10001,1,1,4,3200,B001,1,1,S133,3,0,49000,5,24,1410,50,0
0,10009,2,1,3,3580,B027,0,1,S134,2,0,80000,5,19.18,1103,38,0
1,10004,1,1,2,3850,B001,1,1,S133,5,0,70000,5,13.49,1610,65,0
0,10001,1,1,1,5000,B001,1,0,S122,2,0,40000,4,19.18,1103,52,0
1,10005,1,1,4,7000,B001,1,1,S159,3,0,121000,5,19.18,1103,34,0
0,10029,3,3,1,5800,B001,1,0,S133,2,3000,40000,4,19.18,1103,37,0
0,10497,3,1,4,2500,B001,1,1,S133,2,0,30000,3,24,1177,69,0
1,10002,1,3,4,9300,B001,1,1,S133,3,0,120000,5,14.5,2823,68,0
1,10566,3,3,2,2700,B004,1,1,S122,2,1023.4,10000,3,18.25,363,66,0
0,10004,1,1,4,1200,B003,0,0,S133,2,0,40000,4,19.18,1103,35,0
1,10006,1,3,4,2250,B002,1,1,S133,3,0,33000,5,16.75,816,36,0
0,10115,3,3,4,1500,B007,0,0,S133,2,300,40000,4,19.18,1103,51,0
0,10002,1,1,4,2500,B022,0,1,S133,6,0,36000,5,32.5,1221,36,0
1,10013,2,2,4,4500,B004,1,1,S133,5,770,30000,4,19.18,1103,59,0
1,10126,3,1,4,7500,B001,1,1,S122,2,2000,10000,2,17.5,497,37,0
1,10039,2,1,4,1500,B001,1,1,S122,2,0,17000,2,19.18,1103,37,0
1,10002,1,1,4,2300,B016,0,1,S122,5,0,15000,3,32.5,657,70,0
1,10004,1,2,2,4200,B001,1,1,S143,2,0,60000,4,13,1610,44,0
1,10001,1,1,4,2000,B015,1,1,S133,2,0,10000,3,20,372,54,0
0,10002,1,2,4,2000,B043,1,1,S133,6,0,38000,5,19.18,1103,66,0
1,10001,1,2,4,50000,B021,1,1,S122,2,0,50000,5,19.18,1103,68,0
0,10003,1,1,4,1000,B002,1,0,S133,5,0,40000,4,19.18,1103,43,0
0,10005,1,2,4,1900,B001,1,0,S133,2,812.2,40000,4,19.18,1103,51,0
0,10001,1,3,4,15888.8,B002,1,0,S133,2,8000,40000,4,19.18,1103,37,0
1,10003,1,1,4,1800,B012,0,1,S133,3,0,40000,5,20,1060,67,0
1,10004,1,3,4,20000,B003,0,1,S133,2,0,250000,5,19.18,1103,39,0
0,10005,1,3,4,10000,B002,1,0,S133,2,3500,40000,4,19.18,1103,58,0
0,10005,1,3,4,4750,B001,1,0,S133,5,0,40000,4,19.18,1103,64,0
1,10058,3,1,4,1600,B003,0,1,S133,2,400,18000,4,20,548,62,0
1,10003,1,3,4,5800,B007,0,1,S137,2,0,50000,4,14.85,1388,59,0
0,10086,3,1,4,950,B003,0,0,S133,2,0,40000,4,19.18,1103,54,0
0,10002,1,1,4,1200,B004,1,0,S133,3,0,40000,4,19.18,1103,57,0
1,10001,1,3,4,3428.4,B001,1,1,S133,3,0,53000,5,19.18,1103,45,0
0,10008,1,1,4,2000,B004,1,0,S133,2,0,40000,4,19.18,1103,70,0
1,10001,1,3,4,7200,B001,1,1,S133,2,0,100000,5,14.85,2371,38,0
1,10003,1,2,4,2000,B001,1,1,S122,6,0,29000,5,19.18,1103,45,0
1,10007,1,3,4,4800,B001,1,1,S133,2,0,10000,3,19.18,1103,33,0
1,10001,1,3,4,6000,B001,1,1,S122,2,0,50000,5,14.49,1176,37,0
1,10005,1,1,4,4000,B003,0,1,S133,5,1500,30000,5,17.5,754,41,0
1,10006,1,3,4,8000,B001,1,1,S122,2,0,50000,4,14.49,1379,62,0
1,10021,2,1,4,4700,B003,0,1,S133,5,0,100000,5,19.18,1103,36,0
1,10006,1,2,4,1935.2,B002,1,1,S133,2,0,45000,5,19.18,1103,65,0
0,10003,1,2,4,3427,B001,1,0,S133,2,350,40000,4,19.18,1103,63,0
1,10003,1,1,1,5400,B002,1,1,S143,2,0,50000,2,19.18,1103,65,0
1,10004,1,2,1,2400,B001,1,1,S143,5,600,10000,4,14.25,275,58,0
0,10028,3,1,4,550,B001,1,0,S133,5,400,40000,4,19.18,1103,31,0
0,10008,1,1,4,4500,B004,1,0,S133,2,2000,40000,4,19.18,1103,41,0
0,10008,1,1,4,4500,B004,1,0,S133,2,2000,40000,4,19.18,1103,58,0
0,10005,1,1,4,2300,B003,0,1,S133,2,0,30000,3,20,1115,51,0
1,10053,2,1,4,2000,B001,1,1,S122,2,0,20000,5,19.18,1103,55,0
1,10002,1,2,4,9000,B011,1,1,S133,2,0,40000,2,19.18,1103,47,0
0,10021,2,1,4,1800,B001,1,0,S133,2,127.2,40000,4,19.18,1103,36,0
0,10025,1,2,4,1430,B001,1,0,S133,3,0,40000,4,19.18,1103,32,0
0,10096,3,1,4,800,B003,0,0,S122,5,50,40000,4,19.18,1103,52,0
1,10007,1,3,4,1567.5,B003,0,1,S133,3,0,36000,5,19.18,1103,39,0
0,10122,3,1,4,5450,B003,0,0,S122,2,4250,40000,4,19.18,1103,71,0
1,10003,1,3,4,2800,B001,1,1,S122,3,0,42000,5,19,1090,43,0
0,10096,3,1,4,1500,B001,1,0,S122,5,50,40000,4,19.18,1103,58,0
1,10008,1,3,4,2500,B004,1,1,S122,6,0,39000,5,15.5,938,39,0
0,10002,1,3,4,6000,B005,1,0,S134,2,0,40000,4,19.18,1103,41,0
0,10508,3,1,4,3200,B003,0,1,S133,5,0,84000,5,20,2225,42,0
0,10002,1,2,4,10000,B001,1,0,S133,5,2000,40000,4,19.18,1103,64,0
1,10047,2,3,4,3211.1,B002,1,1,S133,3,0,54000,5,14.49,1270,48,0
1,10013,2,1,4,3000,B001,1,1,S143,3,0,45000,5,19.18,1103,66,0
0,10004,1,1,4,1300,B002,1,0,S133,5,750,40000,4,19.18,1103,49,0
1,10199,3,1,4,1630,B016,0,1,S133,2,300,10000,3,20,372,37,0
1,10004,1,3,4,3000,B001,1,1,S133,2,0,5000,2,19.18,1103,66,0
1,10004,1,1,4,2000,B003,0,1,S133,3,0,29000,5,24,834,67,0
1,10003,1,3,4,2750,B003,0,1,S133,2,700,30000,5,19.18,1103,41,0
1,10002,1,2,4,2200,B002,1,1,S134,2,0,20000,3,18.25,726,37,0
1,10001,1,2,4,17000,B005,1,1,S133,2,4261.9,50000,2,19.18,1103,69,0
1,10009,2,1,1,1700,B032,0,1,S133,3,0,38000,5,20,1007,33,0
1,10205,3,1,4,3000,B001,1,1,S133,2,0,79000,5,20,2093,61,0
1,10259,3,3,4,4500,B001,1,1,S133,2,0,10000,3,19.18,1103,34,0
0,10002,1,3,1,4600,B004,1,0,S133,2,500,40000,4,19.18,1103,50,1
1,10001,1,1,4,1800,B010,0,1,S143,2,0,20000,2,20,1018,50,0
1,10150,3,2,4,2000,B034,0,1,S133,2,0,13000,2,16.75,641,57,0
0,10001,1,1,4,1700,B032,0,0,S133,3,0,40000,4,19.18,1103,57,0
0,10010,1,1,4,1200,B001,1,0,S133,5,350,40000,4,19.18,1103,61,0
1,10003,1,2,3,1800,B001,1,1,S143,3,0,40000,5,19.18,1103,66,0
1,10004,1,3,4,6900,B004,1,1,S133,2,0,80000,4,14.85,2220,47,0
1,10002,1,3,4,3800,B001,1,1,S122,6,0,48000,3,14.5,1652,41,0
1,10002,1,1,4,1845.3,B029,0,1,S133,3,0,41000,5,20,1086,44,0
1,10019,2,3,4,6000,B001,1,1,S133,3,0,76000,3,19.18,1103,40,0
1,10005,1,1,4,3600,B002,1,1,S133,6,0,58000,5,19.18,1103,54,0
0,10001,1,2,4,1600,B002,1,0,S143,3,0,40000,4,19.18,1103,32,0
1,10015,3,2,4,4150,B002,1,1,S133,2,500,50000,5,19.18,1103,54,0
1,10001,1,1,4,25000,B016,0,1,S143,3,0,120000,5,16,2918,62,0
0,10002,1,1,4,1500,B012,0,0,S133,2,440,40000,4,19.18,1103,58,0
1,10155,3,1,4,2000,B001,1,1,S133,2,0,26000,5,20,689,43,0
1,10023,2,1,4,2800,B003,0,1,S133,3,0,42000,5,19.18,1103,43,0
0,10003,1,1,4,2000,B001,1,0,S143,2,0,40000,4,19.18,1103,70,0
0,10003,1,2,4,1600,B004,1,0,S133,3,0,40000,4,19.18,1103,69,0
0,10002,1,1,4,7800,B005,1,0,S133,2,4012.9,40000,4,19.18,1103,31,0
1,10003,1,3,4,30000,B001,1,1,S133,3,0,150000,5,19.18,1103,66,0
0,10002,1,1,4,1200,B002,1,0,S139,2,0,40000,4,19.18,1103,55,0
0,10002,1,1,4,7800,B005,1,0,S133,2,4012.9,40000,4,19.18,1103,34,0
1,10002,1,1,4,7800,B001,1,1,S133,2,2600,30000,5,19.18,1103,47,0
1,10002,1,1,4,2000,B001,1,1,S133,3,0,29000,5,18.25,740,64,0
1,10013,2,1,4,2000,B008,0,1,S122,6,0,29000,5,24,834,59,0
0,10004,1,2,4,1250,B009,0,0,S133,2,0,40000,4,19.18,1103,56,0
1,10025,1,2,4,3200,B005,1,1,S133,2,0,53000,5,13.49,1219,60,0
1,10001,1,2,2,3300,B004,1,1,S133,2,0,20000,3,19.18,1103,66,0
0,10003,1,1,4,1400,B014,1,0,S133,2,800,40000,4,19.18,1103,49,0
0,10002,1,1,4,3750,B002,1,1,S133,3,0,60000,5,20,1590,55,0
1,10003,1,3,4,4327.8,B002,1,1,S133,2,575,15000,2,14.85,726,33,0
0,10007,1,3,4,4500,B001,1,1,S133,3,0,58000,3,13.49,1968,55,0
1,10002,1,1,4,2600,B003,0,1,S133,2,500,20000,5,17.5,502,59,0
0,10004,1,1,4,1400,B018,0,0,S133,3,0,40000,4,19.18,1103,60,0
0,10002,1,2,4,11000,B003,0,0,S133,2,5100,40000,4,19.18,1103,38,0
1,10073,3,1,4,10000,B001,1,1,S133,2,1300,20000,3,17.5,718,38,0
0,10025,1,1,4,4000,B005,1,1,S133,3,0,64000,5,14.85,1518,65,0
1,10499,3,3,4,3000,B003,0,1,S143,2,0,30000,4,19.18,1103,63,0
1,10020,1,1,4,3000,B003,0,1,S133,3,0,45000,5,13.49,1035,59,0
0,10013,2,1,4,1000,B016,0,0,S122,6,0,40000,4,19.18,1103,57,0
1,10019,2,1,4,5000,B002,1,1,S122,2,280,10000,2,16.25,491,66,0
1,10003,1,1,4,3000,B011,1,1,S133,3,0,58000,5,14.49,1364,34,0
1,10003,1,1,4,4050,B042,0,1,S143,3,0,66000,5,17.5,1658,58,0
1,10001,1,1,4,3500,B004,1,1,S143,3,0,54000,5,19.18,1103,34,0
0,10003,1,2,3,2500,B001,1,1,S133,2,1000,28000,5,19.18,1103,44,0
0,10003,1,3,4,4000,B013,0,0,S133,2,1700,40000,4,19.18,1103,34,0
0,10005,1,3,4,4600,B001,1,1,S133,3,0,81000,5,14.85,1921,69,0
0,10003,1,3,4,5000,B013,0,0,S133,2,1700,40000,4,19.18,1103,43,0
1,10021,2,1,4,1500,B009,0,1,S122,6,0,33000,5,19.18,1103,62,0
1,10091,2,1,4,1500,B008,0,1,S133,2,300,16000,3,19.18,1103,68,0
1,10038,3,1,1,3100,B003,0,1,S133,3,0,48000,5,19.18,1103,60,0
1,10020,1,1,4,3000,B003,0,1,S133,3,0,45000,5,19.18,1103,54,0
0,10003,1,2,4,7500,B002,1,0,S133,2,3800,40000,4,19.18,1103,43,0
1,10013,2,3,4,1600,B021,1,1,S122,6,0,37000,5,19.18,1103,39,0
1,10051,2,1,4,2600,B010,0,1,S134,2,800,27000,4,20,822,49,0
1,10003,1,1,4,2500,B005,1,1,S122,2,0,10000,2,19.18,1103,47,0
0,10214,3,3,4,5200,B013,0,0,S122,2,0,40000,4,19.18,1103,60,0
1,10113,3,1,4,3300,B015,1,1,S133,2,0,30000,3,19,1100,36,0
0,10003,1,2,4,1800,B001,1,0,S156,2,1000,40000,4,19.18,1103,55,0
1,10012,1,3,4,3050.6,B006,1,1,S133,5,0,50000,4,19.18,1103,43,0
0,10006,1,1,4,1800,B003,0,1,S122,6,0,40000,5,20,1060,39,0
1,10001,1,1,1,2500,B003,0,1,S133,3,0,36000,5,19.18,1103,43,0
1,10012,1,2,4,3300,B001,1,1,S133,3,0,63000,5,19.18,1103,56,0
1,10001,1,1,2,2000,B003,0,1,S133,3,0,29000,5,19.18,1103,37,0
0,10271,3,1,4,1000,B044,1,0,S133,5,0,40000,4,19.18,1103,42,0
0,10004,1,1,4,1300,B001,1,0,S133,3,0,40000,4,19.18,1103,58,0
1,10001,1,1,4,2000,B001,1,1,S122,2,0,10000,3,20,372,62,0
1,10003,1,1,4,6450,B002,1,1,S133,2,0,150000,5,19.18,1103,52,0
1,10024,1,2,4,2000,B004,1,1,S133,3,0,29000,5,24,834,34,0
1,10001,1,1,4,2500,B001,1,1,S133,3,0,36000,5,19,934,70,0
1,10003,1,1,4,10000,B004,1,1,S134,2,700,20000,2,14.85,968,60,0
1,10016,2,1,4,2200,B009,0,1,S133,3,0,32000,5,19.18,1103,48,0
1,10013,2,1,4,3301.7,B001,1,1,S133,3,0,51000,5,14.85,1209,65,0
1,10005,1,1,4,8500,B001,1,1,S133,2,0,100000,5,15.75,2419,49,0
0,10006,1,2,4,790,B002,1,0,S133,3,0,40000,4,19.18,1103,68,0
1,10038,3,2,4,1950,B002,1,1,S133,3,0,44000,5,20,1166,70,0
1,10005,1,2,4,2800,B001,1,1,S143,2,0,30000,4,19.18,1103,37,0
1,10007,1,3,4,2500,B032,0,1,S133,5,220,20000,5,15.75,484,31,0
1,10002,1,2,4,2500,B002,1,1,S122,2,0,5000,1,19.18,1103,51,0
1,10026,3,1,4,2100,B003,0,1,S133,3,0,30000,5,20,795,39,0
0,10003,1,1,4,275,B003,0,0,S122,6,0,40000,4,19.18,1103,66,0
0,10017,2,1,4,2500,B010,0,1,S133,3,0,36000,5,14.85,854,30,0
1,10003,1,1,4,3300,B003,0,1,S122,6,0,55000,5,19.18,1103,30,0
1,10010,1,2,4,10000,B001,1,1,S133,5,1200,50000,3,13.75,1703,66,0
0,10165,3,1,4,1700,B003,0,1,S133,5,0,38000,5,19.18,1103,37,0
0,10007,1,3,1,6500,B002,1,1,S143,2,0,70000,4,13,1878,50,0
1,10001,1,3,1,6100,B001,1,1,S133,5,1400,50000,5,19.18,1103,67,0
0,10004,1,1,4,4000,B018,0,0,S143,2,0,40000,4,19.18,1103,41,0
1,10008,1,1,1,2200,B003,0,1,S122,3,0,34000,5,13,774,47,0
1,10009,2,3,4,1673.7,B004,1,1,S143,3,0,39000,5,18.5,1001,55,0
1,10004,1,1,4,4980,B001,1,1,S133,3,0,82000,5,20,2172,44,0
1,10001,1,3,4,6300,B002,1,1,S133,3,0,99000,4,12.99,2655,32,0
0,10009,2,1,4,2880,B004,1,1,S143,3,0,43000,5,14.85,1020,50,0
0,10003,1,1,4,1700,B003,0,0,S133,3,0,40000,4,19.18,1103,48,0
1,10003,1,3,1,3300,B002,1,1,S133,3,0,55000,5,13.99,1279,63,0
0,10033,3,1,1,2500,B003,0,0,S133,2,0,40000,4,19.18,1103,39,0
1,10003,1,2,4,2150,B011,1,1,S133,2,0,16000,5,16.75,395,41,0
1,10012,1,2,4,15000,B001,1,1,S133,3,0,120000,3,19.18,1103,63,0
0,10008,1,1,4,998.1,B001,1,0,S133,2,0,40000,4,19.18,1103,43,0
0,10008,1,1,4,1200,B004,1,0,S133,3,0,40000,4,19.18,1103,57,0
0,10008,1,1,4,1200,B004,1,0,S133,3,0,40000,4,19.18,1103,68,0
0,10008,1,1,4,3900,B004,1,1,S133,3,0,63000,5,27.5,1943,53,0
1,10002,1,3,4,2300,B004,1,1,S133,3,0,33000,5,18.5,847,67,0
1,10003,1,1,4,3300,B050,1,1,S133,2,550,10000,1,19.18,1103,48,0
1,10002,1,1,4,3500,B026,1,1,S133,2,0,30000,4,19.18,1103,44,0
1,10002,1,2,4,1800,B004,1,1,S133,3,0,40000,5,20,1060,66,0
0,10002,1,2,4,1700,B004,1,0,S133,3,0,40000,4,19.18,1103,59,0
1,10001,1,1,4,2600,B001,1,1,S143,2,0,30000,5,19.18,1103,35,0
1,10029,3,1,1,2675,B003,0,1,S133,3,0,40000,5,19,1038,40,0
0,10005,1,1,4,4000,B002,1,1,S133,6,0,64000,5,14.85,1518,60,0
1,10020,1,2,4,5300,B001,1,1,S133,3,0,93000,5,19.18,1103,68,0
1,10099,3,1,4,7000,B018,0,1,S144,2,0,50000,5,15.5,1203,50,0
1,10003,1,1,4,3500,B001,1,1,S156,2,700,47000,3,19.18,1103,55,0
0,10002,1,2,4,1850,B006,1,1,S133,6,0,41000,5,19.18,1103,32,0
1,10003,1,3,4,2400,B001,1,1,S133,3,0,27000,3,16.75,959,35,0
1,10003,1,1,4,3600,B002,1,1,S137,2,1000,49000,4,19.18,1103,52,0
1,10200,3,3,4,2600,B001,1,1,S143,2,0,30000,4,19.18,1103,65,0
1,10007,1,1,4,2400,B003,0,1,S122,6,0,35000,5,19.18,1103,50,0
0,10016,2,1,4,3500,B005,1,1,S133,3,0,54000,5,19.18,1103,47,0
1,10006,1,1,4,2600,B003,0,1,S156,2,400,27000,2,19.18,1103,61,0
1,10112,3,1,4,3370,B008,0,1,S143,2,0,10000,2,19.18,1103,56,0
1,10002,1,1,4,6000,B001,1,1,S133,2,0,100000,5,19.18,1103,43,0
1,10008,1,1,4,2000,B003,0,1,S133,2,600,10000,5,19.18,1103,52,0
1,10142,3,3,4,1700,B004,1,1,S133,2,210.5,20000,4,20,609,47,0
0,10023,2,3,4,1400,B002,1,0,S122,6,0,40000,4,19.18,1103,50,0
0,10023,2,3,4,1400,B008,0,0,S122,6,0,40000,4,19.18,1103,32,0
1,10039,2,3,4,3300,B002,1,1,S133,5,0,30000,5,14.25,702,48,0
1,10026,3,1,4,1600,B001,1,1,S133,6,0,36000,5,19.18,1103,50,0
1,10186,3,1,4,2500,B013,0,1,S133,2,0,34000,2,19.18,1103,45,0
1,10093,3,1,4,3200,B001,1,1,S133,2,600,20000,5,15.5,481,50,0
1,10004,1,2,4,2900,B007,0,1,S133,3,0,43000,5,13.49,989,70,0
1,10014,2,3,4,2200,B003,0,1,S143,2,0,49000,5,19.18,1103,53,0
1,10006,1,1,4,7500,B010,0,1,S133,3,0,130000,5,19.18,1103,32,0
1,10070,3,1,4,2000,B003,0,1,S133,2,0,20000,3,19.18,1103,37,0
1,10015,3,3,4,2000,B001,1,1,S133,3,0,29000,5,19.18,1103,42,0
1,10002,1,2,4,1800,B031,0,1,S133,3,0,40000,5,20,1060,64,0
1,10006,1,1,4,1550,B007,0,1,S133,2,100,10000,3,20,372,42,0
0,10290,3,1,4,2000,B004,1,0,S133,2,500,40000,4,19.18,1103,40,0
1,10001,1,1,4,4100,B002,1,1,S137,2,0,100000,5,19.18,1103,63,0
1,10003,1,2,4,1800,B038,1,1,S133,3,0,42000,5,19.18,1103,45,0
1,10002,1,2,4,1800,B031,0,1,S133,6,0,40000,5,20,1060,35,0
1,10001,1,1,4,3900,B002,1,1,S137,2,0,100000,5,19.18,1103,60,0
1,10004,1,1,4,3550,B002,1,1,S133,2,0,50000,5,18,1270,60,0
0,10004,1,1,4,1200,B004,1,0,S133,2,0,40000,4,19.18,1103,48,0
0,10003,1,1,4,2438.8,B001,1,1,S133,6,0,35000,5,24,1007,56,0
1,10007,1,1,4,6000,B003,0,1,S133,2,1400,61000,5,14.85,1446,48,0
1,10001,1,1,4,3450,B001,1,1,S137,2,0,91000,5,19.18,1103,47,0
1,10001,1,1,4,2700,B005,1,1,S122,2,0,30000,4,19.18,1103,35,0
0,10001,1,3,4,6000,B034,0,0,S122,2,1500,40000,4,19.18,1103,46,0
0,10005,1,3,4,1620,B002,1,0,S133,3,0,40000,4,19.18,1103,63,0
0,10005,1,1,4,1620,B002,1,0,S133,6,0,40000,4,19.18,1103,47,0
0,10002,1,1,4,2000,B004,1,0,S133,2,317.5,40000,4,19.18,1103,68,0
1,10003,1,1,4,4000,B003,0,1,S133,3,0,64000,5,14.85,1518,41,0
1,10015,3,1,1,3600,B003,0,1,S133,3,0,58000,5,19.18,1103,54,0
1,10001,1,2,4,2300,B001,1,1,S133,6,0,33000,5,19.18,1103,39,0
1,10027,1,1,4,2800,B004,1,1,S133,2,1000,36000,5,19.18,1103,62,0
1,10009,2,1,4,2400,B003,0,1,S133,6,0,35000,5,16.75,865,35,0
1,10165,3,1,4,2600,B003,0,1,S122,2,700,30000,4,19.18,1103,70,0
1,10015,3,3,4,2000,B001,1,1,S122,3,0,29000,5,16.75,717,31,0
0,10004,1,3,4,3000,B005,1,0,S133,5,0,40000,4,19.18,1103,49,0
1,10001,1,2,4,2200,B003,0,1,S143,3,0,32000,5,19.18,1103,60,0
0,10010,1,1,4,4500,B003,0,1,S122,3,0,74000,5,19.18,1103,48,0
